2011-02-01 14:13:11.947407	M009	ON
2011-02-01 14:13:13.247697	M009	OFF
2011-02-01 14:13:39.759914	T001	24.5
2011-02-01 14:13:39.860704	T005	34.5
2011-02-01 14:13:39.991265	T003	29
2011-02-01 14:13:40.124105	T002	30.5
2011-02-01 14:13:40.276713	T004	26.5
2011-02-01 14:13:53.354888	M009	ON
2011-02-01 14:13:55.785245	M009	OFF
2011-02-01 14:13:56.395741	M009	ON
2011-02-01 14:14:13.852457	M009	OFF
2011-02-01 14:14:14.244979	M009	ON
2011-02-01 14:14:15.522833	M009	OFF
2011-02-01 14:14:17.520202	M009	ON
2011-02-01 14:14:19.280667	M009	OFF
2011-02-01 14:14:41.028948	M009	ON
2011-02-01 14:14:41.856982	M009	OFF
2011-02-01 14:14:44.752518	M009	ON
2011-02-01 14:14:51.624501	M009	OFF
2011-02-01 14:15:00.903661	M009	ON
2011-02-01 14:15:03.374067	M009	OFF
2011-02-01 14:15:10.731472	M009	ON
2011-02-01 14:15:16.194439	M009	OFF
2011-02-01 14:15:16.804669	M009	ON
2011-02-01 14:15:21.910694	M009	OFF
2011-02-01 14:15:26.689067	M009	ON
2011-02-01 14:15:38.63344	M009	OFF
2011-02-01 14:15:40.246137	M009	ON
2011-02-01 14:15:47.594816	M009	OFF
2011-02-01 14:15:48.211735	M009	ON
2011-02-01 14:15:54.505141	M009	OFF
2011-02-01 14:15:59.760845	M009	ON
2011-02-01 14:16:01.060658	M009	OFF
2011-02-01 14:16:01.455616	M009	ON
2011-02-01 14:16:10.949982	M009	OFF
2011-02-01 14:16:15.689596	M009	ON
2011-02-01 14:16:22.917237	M009	OFF
2011-02-01 14:16:32.669822	M009	ON
2011-02-01 14:16:42.086246	M009	OFF
2011-02-01 14:17:10.531198	M009	ON
2011-02-01 14:17:15.346426	M009	OFF
2011-02-01 14:17:16.39977	M009	ON
2011-02-01 14:17:21.869724	M009	OFF
2011-02-01 14:17:31.529941	M009	ON
2011-02-01 14:17:37.892374	M009	OFF
2011-02-01 14:17:58.714635	M009	ON
2011-02-01 14:18:00.930075	M009	OFF
2011-02-01 14:18:01.790935	M009	ON
2011-02-01 14:18:07.710467	M009	OFF
2011-02-01 14:18:43.256796	T001	25
2011-02-01 14:18:43.378806	T002	31
2011-02-01 14:19:08.642495	M009	ON
2011-02-01 14:19:11.12491	M009	OFF
2011-02-01 14:19:11.72796	M009	ON
2011-02-01 14:19:15.246924	M009	OFF
2011-02-01 14:19:16.855511	M009	ON
2011-02-01 14:19:17.957499	M009	OFF
2011-02-01 14:19:19.188031	M009	ON
2011-02-01 14:19:22.073632	M009	OFF
2011-02-01 14:19:28.261884	M009	ON
2011-02-01 14:19:33.36444	M009	OFF
2011-02-01 14:19:43.925282	M009	ON
2011-02-01 14:19:45.087607	M009	OFF
2011-02-01 14:19:46.597024	M009	ON
2011-02-01 14:19:52.291307	M009	OFF
2011-02-01 14:19:58.730843	M009	ON
2011-02-01 14:20:00.46932	M009	OFF
2011-02-01 14:20:21.318759	M009	ON
2011-02-01 14:20:23.278563	M009	OFF
2011-02-01 14:20:23.674902	M009	ON
2011-02-01 14:20:30.6365	M009	OFF
2011-02-01 14:20:35.192007	M009	ON
2011-02-01 14:20:41.11984	M009	OFF
2011-02-01 14:20:41.505359	M009	ON
2011-02-01 14:20:42.787484	M009	OFF
2011-02-01 14:20:49.612917	M009	ON
2011-02-01 14:20:51.860273	M009	OFF
2011-02-01 14:20:53.140754	M009	ON
2011-02-01 14:20:55.556026	M009	OFF
2011-02-01 14:21:01.048759	M009	ON
2011-02-01 14:21:11.611041	M009	OFF
2011-02-01 14:21:17.090279	M009	ON
2011-02-01 14:21:20.77522	M009	OFF
2011-02-01 14:21:23.228597	M009	ON
2011-02-01 14:21:24.279516	M009	OFF
2011-02-01 14:21:27.216977	M009	ON
2011-02-01 14:21:30.626058	M009	OFF
2011-02-01 14:21:44.528458	M009	ON
2011-02-01 14:21:49.472468	M009	OFF
2011-02-01 14:22:04.208623	M009	ON
2011-02-01 14:22:05.958386	M009	OFF
2011-02-01 14:22:11.286714	M009	ON
2011-02-01 14:22:17.462661	M009	OFF
2011-02-01 14:22:27.782904	M009	ON
2011-02-01 14:22:33.915863	M009	OFF
2011-02-01 14:22:34.313483	M009	ON
2011-02-01 14:22:36.028577	M009	OFF
2011-02-01 14:22:36.883908	M009	ON
2011-02-01 14:22:38.39923	M009	OFF
2011-02-01 14:22:55.941584	M009	ON
2011-02-01 14:23:03.289224	M009	OFF
2011-02-01 14:23:33.538516	M009	ON
2011-02-01 14:23:35.506299	M009	OFF
2011-02-01 14:23:37.835834	M009	ON
2011-02-01 14:23:41.33867	M009	OFF
2011-02-01 14:23:46.79976	T005	33
2011-02-01 14:23:46.881984	T002	30.5
2011-02-01 14:23:47.059572	T004	27
2011-02-01 14:23:50.658604	M009	ON
2011-02-01 14:23:53.199451	M009	OFF
2011-02-01 14:23:55.429188	M009	ON
2011-02-01 14:24:00.18021	M009	OFF
2011-02-01 14:24:02.869732	M009	ON
2011-02-01 14:24:06.085158	M009	OFF
2011-02-01 14:24:08.180733	M009	ON
2011-02-01 14:24:11.802583	M009	OFF
2011-02-01 14:24:12.617868	M009	ON
2011-02-01 14:24:14.376198	M009	OFF
2011-02-01 14:24:15.921956	M009	ON
2011-02-01 14:24:19.069132	M009	OFF
2011-02-01 14:24:23.384908	M009	ON
2011-02-01 14:24:27.462535	M009	OFF
2011-02-01 14:24:28.050197	M009	ON
2011-02-01 14:24:29.896911	M009	OFF
2011-02-01 14:24:30.730026	M009	ON
2011-02-01 14:24:32.474871	M009	OFF
2011-02-01 14:24:33.100588	M009	ON
2011-02-01 14:24:34.618795	M009	OFF
2011-02-01 14:24:35.013024	M009	ON
2011-02-01 14:24:38.626991	M009	OFF
2011-02-01 14:24:46.521104	M009	ON
2011-02-01 14:24:50.086228	M009	OFF
2011-02-01 14:24:50.718138	M009	ON
2011-02-01 14:24:59.710354	M009	OFF
2011-02-01 14:25:03.772735	M009	ON
2011-02-01 14:25:07.125176	M009	OFF
2011-02-01 14:25:07.509779	M009	ON
2011-02-01 14:25:30.949143	M009	OFF
2011-02-01 14:25:32.780106	M009	ON
2011-02-01 14:25:34.097387	M009	OFF
2011-02-01 14:25:43.535369	M009	ON
2011-02-01 14:25:48.258752	M009	OFF
2011-02-01 14:25:50.912806	M009	ON
2011-02-01 14:26:12.998038	M009	OFF
2011-02-01 14:26:39.497482	M009	ON
2011-02-01 14:26:40.560098	M009	OFF
2011-02-01 14:26:50.655141	M009	ON
2011-02-01 14:26:56.81887	M009	OFF
2011-02-01 14:26:59.298484	M009	ON
2011-02-01 14:27:08.236938	M009	OFF
2011-02-01 14:27:21.580475	M009	ON
2011-02-01 14:27:22.89452	M009	OFF
2011-02-01 14:27:23.711391	M009	ON
2011-02-01 14:27:29.891616	M009	OFF
2011-02-01 14:27:39.374563	M009	ON
2011-02-01 14:27:45.637856	M009	OFF
2011-02-01 14:27:49.930655	M009	ON
2011-02-01 14:28:01.473734	M009	OFF
2011-02-01 14:28:02.328588	M009	ON
2011-02-01 14:28:05.486437	M009	OFF
2011-02-01 14:28:05.865464	M009	ON
2011-02-01 14:28:09.729703	M009	OFF
2011-02-01 14:28:13.106996	M009	ON
2011-02-01 14:28:14.26985	M009	OFF
2011-02-01 14:28:22.966838	M009	ON
2011-02-01 14:28:36.349125	M009	OFF
2011-02-01 14:28:38.889021	M009	ON
2011-02-01 14:28:42.684351	M009	OFF
2011-02-01 14:28:43.316715	M009	ON
2011-02-01 14:28:46.844457	M009	OFF
2011-02-01 14:28:50.406875	T001	24.5
2011-02-01 14:28:50.48934	T005	29
2011-02-01 14:28:50.568411	T003	27
2011-02-01 14:28:50.657427	T002	27.5
2011-02-01 14:28:50.791047	T004	25.5
2011-02-01 14:28:51.592526	M009	ON
2011-02-01 14:28:52.822635	M009	OFF
2011-02-01 14:28:54.798046	M009	ON
2011-02-01 14:28:56.779545	M009	OFF
2011-02-01 14:28:57.166241	M009	ON
2011-02-01 14:28:58.941193	M009	OFF
2011-02-01 14:29:03.925936	M009	ON
2011-02-01 14:29:07.509324	M009	OFF
2011-02-01 14:29:08.138306	M009	ON
2011-02-01 14:29:09.401353	M009	OFF
2011-02-01 14:29:09.764959	M009	ON
2011-02-01 14:29:15.192272	M009	OFF
2011-02-01 14:29:18.008586	M009	ON
2011-02-01 14:29:22.029465	M009	OFF
2011-02-01 14:30:21.967601	M009	ON
2011-02-01 14:30:28.480608	M009	OFF
2011-02-01 14:30:57.278886	M009	ON
2011-02-01 14:31:01.620749	M009	OFF
2011-02-01 14:31:04.980699	M009	ON
2011-02-01 14:31:16.766906	M009	OFF
2011-02-01 14:31:36.800366	M009	ON
2011-02-01 14:31:38.998417	M009	OFF
2011-02-01 14:31:39.616249	M009	ON
2011-02-01 14:31:41.60148	M009	OFF
2011-02-01 14:31:53.690953	M009	ON
2011-02-01 14:32:02.169859	M009	OFF
2011-02-01 14:32:02.772874	M009	ON
2011-02-01 14:32:09.190291	M009	OFF
2011-02-01 14:32:11.401322	M009	ON
2011-02-01 14:32:13.368962	M009	OFF
2011-02-01 14:32:20.359724	M009	ON
2011-02-01 14:32:22.693796	M009	OFF
2011-02-01 14:32:23.503869	M009	ON
2011-02-01 14:32:30.380099	M009	OFF
2011-02-01 14:32:40.719922	M009	ON
2011-02-01 14:32:47.32165	M009	OFF
2011-02-01 14:32:49.080018	M009	ON
2011-02-01 14:32:56.13689	M009	OFF
2011-02-01 14:32:57.302215	M009	ON
2011-02-01 14:32:59.741823	M009	OFF
2011-02-01 14:33:00.580067	M009	ON
2011-02-01 14:33:02.792516	M009	OFF
2011-02-01 14:33:12.901118	M009	ON
2011-02-01 14:33:16.614048	M009	OFF
2011-02-01 14:33:20.933832	M009	ON
2011-02-01 14:33:27.925743	M009	OFF
2011-02-01 14:33:28.506482	M009	ON
2011-02-01 14:33:30.482481	M009	OFF
2011-02-01 14:33:49.938605	M009	ON
2011-02-01 14:33:53.937599	T001	23.5
2011-02-01 14:33:54.019822	T005	27.5
2011-02-01 14:33:54.15914	T003	25.5
2011-02-01 14:33:54.294298	T002	26
2011-02-01 14:33:54.446863	T004	24.5
2011-02-01 14:33:55.355707	M009	OFF
2011-02-01 14:34:17.221227	M009	ON
2011-02-01 14:34:18.512754	M009	OFF
2011-02-01 14:34:18.876591	M009	ON
2011-02-01 14:34:21.318869	M009	OFF
2011-02-01 14:34:28.291666	M009	ON
2011-02-01 14:34:30.161759	M020	ON
2011-02-01 14:34:32.484448	M020	OFF
2011-02-01 14:34:32.862201	M009	OFF
2011-02-01 14:34:39.519657	M009	ON
2011-02-01 14:34:41.949708	M009	OFF
2011-02-01 14:34:54.735628	M009	ON
2011-02-01 14:35:03.452105	M009	OFF
2011-02-01 14:35:21.382997	M009	ON
2011-02-01 14:35:25.443622	M009	OFF
2011-02-01 14:35:46.034823	M009	ON
2011-02-01 14:35:51.857031	M009	OFF
2011-02-01 14:35:52.677586	M009	ON
2011-02-01 14:35:54.971328	M009	OFF
2011-02-01 14:35:59.628857	M009	ON
2011-02-01 14:36:01.635565	M009	OFF
2011-02-01 14:36:27.051377	M009	ON
2011-02-01 14:36:29.977691	M009	OFF
2011-02-01 14:36:34.993543	M009	ON
2011-02-01 14:36:38.358666	M009	OFF
2011-02-01 14:36:39.874651	M009	ON
2011-02-01 14:36:43.239932	M009	OFF
2011-02-01 14:37:00.358203	M009	ON
2011-02-01 14:37:03.72867	M009	OFF
2011-02-01 14:37:19.692821	M009	ON
2011-02-01 14:37:21.897237	M009	OFF
2011-02-01 14:37:22.970292	M009	ON
2011-02-01 14:37:29.821112	M009	OFF
2011-02-01 14:37:31.10076	M009	ON
2011-02-01 14:37:36.996047	M009	OFF
2011-02-01 14:37:39.661569	M009	ON
2011-02-01 14:37:43.499041	M009	OFF
2011-02-01 14:37:49.650345	M009	ON
2011-02-01 14:37:55.290312	M013	ON
2011-02-01 14:37:55.357974	M020	ON
2011-02-01 14:37:56.810038	M020	OFF
2011-02-01 14:37:57.64065	M013	OFF
2011-02-01 14:38:02.110575	M020	ON
2011-02-01 14:38:04.325781	M020	OFF
2011-02-01 14:38:06.745612	M009	OFF
2011-02-01 14:38:14.061543	M009	ON
2011-02-01 14:38:15.821835	M009	OFF
2011-02-01 14:38:16.429522	M009	ON
2011-02-01 14:38:17.714139	M009	OFF
2011-02-01 14:38:19.008221	M009	ON
2011-02-01 14:38:22.734378	M009	OFF
2011-02-01 14:38:25.386968	M009	ON
2011-02-01 14:38:27.830212	M009	OFF
2011-02-01 14:38:30.032637	M009	ON
2011-02-01 14:38:35.255755	M009	OFF
2011-02-01 14:38:36.023282	M009	ON
2011-02-01 14:38:36.101172	M020	ON
2011-02-01 14:38:37.683659	M020	OFF
2011-02-01 14:38:39.208531	M009	OFF
2011-02-01 14:38:44.672059	M009	ON
2011-02-01 14:38:52.019394	M009	OFF
2011-02-01 14:38:57.631535	T005	26.5
2011-02-01 14:38:57.731158	T003	25
2011-02-01 14:38:57.860369	T002	25
2011-02-01 14:38:58.005994	T004	24
2011-02-01 14:38:58.761671	M009	ON
2011-02-01 14:39:04.510111	M009	OFF
2011-02-01 14:39:05.349182	M020	ON
2011-02-01 14:39:07.348027	M020	OFF
2011-02-01 14:39:27.425123	M009	ON
2011-02-01 14:39:29.632625	M013	ON
2011-02-01 14:39:31.159203	M013	OFF
2011-02-01 14:39:36.619431	M009	OFF
2011-02-01 14:40:14.96896	M013	ON
2011-02-01 14:40:19.048325	M013	OFF
2011-02-01 14:40:19.63894	M013	ON
2011-02-01 14:40:20.944082	M009	ON
2011-02-01 14:40:21.784076	M013	OFF
2011-02-01 14:40:24.822398	M013	ON
2011-02-01 14:40:25.979849	M013	OFF
2011-02-01 14:40:31.217487	M009	OFF
2011-02-01 14:40:38.982735	M013	ON
2011-02-01 14:40:40.205073	M009	ON
2011-02-01 14:40:40.274519	M013	OFF
2011-02-01 14:40:40.849039	M009	OFF
2011-02-01 14:40:44.717279	M009	ON
2011-02-01 14:40:45.51896	M009	OFF
2011-02-01 14:40:47.715578	M009	ON
2011-02-01 14:40:51.785873	M013	ON
2011-02-01 14:40:52.858131	M013	OFF
2011-02-01 14:40:53.689136	M013	ON
2011-02-01 14:40:57.531468	M013	OFF
2011-02-01 14:40:59.40967	M009	OFF
2011-02-01 14:40:59.476545	M020	ON
2011-02-01 14:40:59.905444	M009	ON
2011-02-01 14:41:03.121539	M009	OFF
2011-02-01 14:41:03.1884	M020	OFF
2011-02-01 14:41:13.198035	M020	ON
2011-02-01 14:41:14.424569	M009	ON
2011-02-01 14:41:14.564001	M020	OFF
2011-02-01 14:41:16.44346	M009	OFF
2011-02-01 14:41:17.829061	M009	ON
2011-02-01 14:41:20.040829	M009	OFF
2011-02-01 14:41:20.424068	M009	ON
2011-02-01 14:41:22.423449	M009	OFF
2011-02-01 14:41:23.040566	M009	ON
2011-02-01 14:41:23.638406	M020	ON
2011-02-01 14:41:25.217318	M020	OFF
2011-02-01 14:41:25.579648	M009	OFF
2011-02-01 14:41:30.118577	M009	ON
2011-02-01 14:41:39.079472	M009	OFF
2011-02-01 14:41:39.447665	M009	ON
2011-02-01 14:41:45.410867	M009	OFF
2011-02-01 14:41:55.545791	M009	ON
2011-02-01 14:42:00.321561	M009	OFF
2011-02-01 14:42:00.712458	M009	ON
2011-02-01 14:42:02.721824	M009	OFF
2011-02-01 14:42:15.344723	M009	ON
2011-02-01 14:42:16.885349	M009	OFF
2011-02-01 14:42:23.843103	M009	ON
2011-02-01 14:42:24.911137	M009	OFF
2011-02-01 14:42:46.89012	M009	ON
2011-02-01 14:42:47.984009	M009	OFF
2011-02-01 14:42:55.049621	M009	ON
2011-02-01 14:42:56.234941	M009	OFF
2011-02-01 14:42:57.270954	M009	ON
2011-02-01 14:43:04.950496	M009	OFF
2011-02-01 14:43:16.357332	M009	ON
2011-02-01 14:43:18.570448	M009	OFF
2011-02-01 14:43:21.704509	M009	ON
2011-02-01 14:43:24.705644	M009	OFF
2011-02-01 14:43:39.718648	M009	ON
2011-02-01 14:43:41.508854	M009	OFF
2011-02-01 14:43:42.512399	M020	ON
2011-02-01 14:43:43.809572	M009	ON
2011-02-01 14:43:44.212946	M020	OFF
2011-02-01 14:43:48.287207	M009	OFF
2011-02-01 14:43:49.799959	M009	ON
2011-02-01 14:43:51.804371	M009	OFF
2011-02-01 14:43:53.522458	M009	ON
2011-02-01 14:43:57.849406	M009	OFF
2011-02-01 14:44:01.443119	T001	23
2011-02-01 14:44:01.534715	T005	26
2011-02-01 14:44:01.666903	T003	24.5
2011-02-01 14:44:01.800127	T002	24.5
2011-02-01 14:44:03.668505	M009	ON
2011-02-01 14:44:07.415446	M009	OFF
2011-02-01 14:44:25.470575	M009	ON
2011-02-01 14:44:27.680494	M009	OFF
2011-02-01 14:44:30.81544	M009	ON
2011-02-01 14:44:35.023186	M009	OFF
2011-02-01 14:44:48.840454	M009	ON
2011-02-01 14:44:51.039575	M009	OFF
2011-02-01 14:45:01.355726	M009	ON
2011-02-01 14:45:14.801929	M009	OFF
2011-02-01 14:45:16.10823	M009	ON
2011-02-01 14:45:26.29925	M009	OFF
2011-02-01 14:45:27.586366	M009	ON
2011-02-01 14:45:29.345828	M009	OFF
2011-02-01 14:45:42.454162	M009	ON
2011-02-01 14:45:43.778506	M009	OFF
2011-02-01 14:45:45.061735	M009	ON
2011-02-01 14:45:49.333992	M009	OFF
2011-02-01 14:45:51.100378	M009	ON
2011-02-01 14:45:51.923873	M020	ON
2011-02-01 14:45:52.999514	M020	OFF
2011-02-01 14:45:57.066726	M009	OFF
2011-02-01 14:45:57.907838	M009	ON
2011-02-01 14:46:10.832471	M009	OFF
2011-02-01 14:46:17.669201	M009	ON
2011-02-01 14:46:20.77174	M009	OFF
2011-02-01 14:46:22.069917	M009	ON
2011-02-01 14:46:26.044091	M009	OFF
2011-02-01 14:46:26.876851	M009	ON
2011-02-01 14:46:30.702025	M009	OFF
2011-02-01 14:46:32.000591	M009	ON
2011-02-01 14:46:40.503098	M009	OFF
2011-02-01 14:46:59.462366	M009	ON
2011-02-01 14:47:01.192538	M009	OFF
2011-02-01 14:47:08.294632	M009	ON
2011-02-01 14:47:08.663983	M020	ON
2011-02-01 14:47:11.780555	M020	OFF
2011-02-01 14:47:13.314815	M009	OFF
2011-02-01 14:47:14.8384	M009	ON
2011-02-01 14:47:16.766325	M009	OFF
2011-02-01 14:47:21.761116	M009	ON
2011-02-01 14:47:26.196846	M020	ON
2011-02-01 14:47:26.583972	M020	OFF
2011-02-01 14:47:29.244357	M009	OFF
2011-02-01 14:47:31.79211	M009	ON
2011-02-01 14:47:33.319048	M009	OFF
2011-02-01 14:47:33.919856	M009	ON
2011-02-01 14:47:37.992634	M009	OFF
2011-02-01 14:47:46.672661	M009	ON
2011-02-01 14:47:48.761563	M009	OFF
2011-02-01 14:47:50.499455	M009	ON
2011-02-01 14:47:51.586266	M009	OFF
2011-02-01 14:47:52.551423	M009	ON
2011-02-01 14:47:54.304158	M009	OFF
2011-02-01 14:47:59.989754	M009	ON
2011-02-01 14:48:01.529964	M020	ON
2011-02-01 14:48:03.239557	M009	OFF
2011-02-01 14:48:06.550501	M020	OFF
2011-02-01 14:48:07.372642	M020	ON
2011-02-01 14:48:07.769576	M009	ON
2011-02-01 14:48:08.809839	M020	OFF
2011-02-01 14:48:12.065593	M009	OFF
2011-02-01 14:48:21.523565	M009	ON
2011-02-01 14:48:22.371467	M009	OFF
2011-02-01 14:48:26.369869	M009	ON
2011-02-01 14:48:26.437231	M020	ON
2011-02-01 14:48:27.225958	M020	OFF
2011-02-01 14:48:29.603704	M009	OFF
2011-02-01 14:48:32.751901	M009	ON
2011-02-01 14:48:34.720482	M009	OFF
2011-02-01 14:48:50.918147	M009	ON
2011-02-01 14:48:52.451371	M009	OFF
2011-02-01 14:48:56.851857	M009	ON
2011-02-01 14:48:59.126704	M009	OFF
2011-02-01 14:49:05.072223	T005	25.5
2011-02-01 14:49:05.165049	T003	24
2011-02-01 14:49:05.245267	T002	24
2011-02-01 14:49:05.32393	T004	23.5
2011-02-01 14:49:06.013662	M009	ON
2011-02-01 14:49:07.451766	M009	OFF
2011-02-01 14:49:11.832935	M009	ON
2011-02-01 14:49:16.600492	M009	OFF
2011-02-01 14:49:17.190933	M009	ON
2011-02-01 14:49:21.845736	M009	OFF	Relax end
2011-02-01 14:49:23.220694	M009	ON
2011-02-01 14:49:25.71086	M010	ON
2011-02-01 14:49:25.78713	M020	ON
2011-02-01 14:49:26.781646	M010	OFF
2011-02-01 14:49:27.941096	M013	ON
2011-02-01 14:49:31.176694	M009	OFF
2011-02-01 14:49:32.009499	M014	ON
2011-02-01 14:49:32.622284	M013	OFF
2011-02-01 14:49:34.076001	M018	ON
2011-02-01 14:49:35.419669	M014	OFF
2011-02-01 14:49:35.577778	M019	ON
2011-02-01 14:49:35.713646	M020	OFF
2011-02-01 14:49:37.057227	M015	ON
2011-02-01 14:49:37.899397	M018	OFF
2011-02-01 14:49:41.162282	M016	ON
2011-02-01 14:49:42.232984	M015	OFF
2011-02-01 14:49:48.558656	M016	OFF
2011-02-01 14:49:48.626018	M015	ON
2011-02-01 14:49:50.760749	M015	OFF
2011-02-01 14:49:54.615346	M019	OFF
2011-02-01 14:49:57.272956	M019	ON
2011-02-01 14:49:59.761838	M018	ON
2011-02-01 14:50:00.838057	M019	OFF
2011-02-01 14:50:03.966527	M014	ON
2011-02-01 14:50:04.56901	M020	ON
2011-02-01 14:50:05.939615	M018	OFF
2011-02-01 14:50:06.533905	M008	ON
2011-02-01 14:50:06.920623	M014	OFF
2011-02-01 14:50:07.323555	M006	ON
2011-02-01 14:50:08.542119	M006	OFF
2011-02-01 14:50:08.609478	M007	ON
2011-02-01 14:50:09.208863	M008	OFF
2011-02-01 14:50:09.71517	M005	ON
2011-02-01 14:50:09.782681	M020	OFF
2011-02-01 14:50:10.867422	M005	OFF
2011-02-01 14:50:12.384687	M004	ON
2011-02-01 14:50:14.480069	M007	OFF
2011-02-01 14:50:14.855865	M004	OFF
2011-02-01 14:51:24.800656	M007	ON
2011-02-01 14:51:25.647768	M004	ON
2011-02-01 14:51:27.870846	M005	ON
2011-02-01 14:51:29.41795	M004	OFF
2011-02-01 14:51:31.619137	M006	ON
2011-02-01 14:51:32.381717	M020	ON
2011-02-01 14:51:33.053466	M005	OFF
2011-02-01 14:51:33.122616	M008	ON
2011-02-01 14:51:35.103705	M006	OFF
2011-02-01 14:51:35.170915	M007	OFF
2011-02-01 14:51:35.631206	M008	OFF
2011-02-01 14:51:37.511688	M013	ON
2011-02-01 14:51:40.096888	M013	OFF
2011-02-01 14:51:40.173736	M020	OFF
2011-02-01 14:51:40.931822	M013	ON
2011-02-01 14:51:43.649564	M020	ON
2011-02-01 14:51:48.52738	M020	OFF
2011-02-01 14:51:51.792364	M013	OFF
2011-02-01 14:51:53.082901	M013	ON
2011-02-01 14:51:54.831396	M013	OFF
2011-02-01 14:52:07.035286	M020	ON
2011-02-01 14:52:11.104338	M020	OFF
2011-02-01 14:52:13.539475	M020	ON
2011-02-01 14:52:15.521919	M020	OFF
2011-02-01 14:52:20.97064	M020	ON
2011-02-01 14:52:23.166964	M020	OFF
2011-02-01 14:52:24.709803	M018	ON
2011-02-01 14:52:28.097866	M020	ON
2011-02-01 14:52:30.190588	M018	OFF
2011-02-01 14:52:30.784792	M008	ON
2011-02-01 14:52:31.399909	M006	ON
2011-02-01 14:52:32.72076	M008	OFF
2011-02-01 14:52:33.642849	M006	OFF
2011-02-01 14:52:33.718489	M007	ON
2011-02-01 14:52:34.165106	M020	OFF
2011-02-01 14:52:34.684992	M005	ON
2011-02-01 14:52:37.359702	M004	ON
2011-02-01 14:52:37.426365	M005	OFF
2011-02-01 14:52:40.515444	M007	OFF
2011-02-01 14:52:41.382575	M004	OFF
2011-02-01 14:53:06.452342	M004	ON
2011-02-01 14:53:07.081015	M007	ON
2011-02-01 14:53:09.167392	M005	ON
2011-02-01 14:53:10.448308	M004	OFF
2011-02-01 14:53:11.070641	M005	OFF
2011-02-01 14:53:11.815615	M006	ON
2011-02-01 14:53:11.882953	M007	OFF
2011-02-01 14:53:12.357823	M020	ON
2011-02-01 14:53:13.160207	M008	ON
2011-02-01 14:53:15.569124	M006	OFF
2011-02-01 14:53:16.399051	M008	OFF
2011-02-01 14:53:17.92884	M020	OFF
2011-02-01 14:53:18.53358	M020	ON
2011-02-01 14:53:20.306251	M013	ON
2011-02-01 14:53:21.619409	M012	ON
2011-02-01 14:53:21.99019	M010	ON
2011-02-01 14:53:22.838679	M013	OFF
2011-02-01 14:53:24.352467	M012	OFF
2011-02-01 14:53:25.299026	M020	OFF
2011-02-01 14:53:26.138927	M010	OFF
2011-02-01 14:53:34.662821	M010	ON
2011-02-01 14:53:37.251096	M012	ON
2011-02-01 14:53:37.318044	M020	ON
2011-02-01 14:53:38.142552	M009	ON
2011-02-01 14:53:38.728605	M010	OFF
2011-02-01 14:53:40.711493	M009	OFF
2011-02-01 14:53:40.810962	M012	OFF
2011-02-01 14:53:41.269361	M020	OFF
2011-02-01 14:53:41.590321	M020	ON
2011-02-01 14:53:42.115819	M021	ON
2011-02-01 14:53:43.034632	M020	OFF
2011-02-01 14:53:44.523914	M022	ON
2011-02-01 14:53:45.698683	M021	OFF
2011-02-01 14:53:47.921481	M029	ON
2011-02-01 14:53:48.748682	M022	OFF
2011-02-01 14:53:49.353543	D004	OPEN	Leave_Home begin
2011-02-01 14:53:49.882399	M030	ON
2011-02-01 14:53:50.038674	M029	OFF
2011-02-01 14:53:53.546391	D004	CLOSE	Leave_Home end
2011-02-01 14:53:55.746973	M030	OFF
2011-02-01 14:54:08.59832	T001	22.5
2011-02-01 14:54:08.6809	T005	27
2011-02-01 14:54:08.820834	T002	24.5
2011-02-01 14:59:12.156167	T001	23
2011-02-01 14:59:12.238037	T005	30
2011-02-01 14:59:12.424456	T003	26
2011-02-01 14:59:12.559039	T002	26.5
2011-02-01 14:59:12.69168	T004	24.5
2011-02-01 15:04:15.683949	T005	27
2011-02-01 15:04:15.766123	T003	25
2011-02-01 15:04:15.914089	T002	25
2011-02-01 15:04:16.048855	T004	24
2011-02-01 15:09:19.236979	T001	22.5
2011-02-01 15:09:19.320099	T005	26
2011-02-01 15:09:19.398673	T003	24
2011-02-01 15:09:19.488359	T002	24.5
2011-02-01 15:09:19.568121	T004	23.5
2011-02-01 15:14:22.766241	T001	23
2011-02-01 15:14:22.84867	T005	30.5
2011-02-01 15:14:22.993653	T003	25.5
2011-02-01 15:14:23.131824	T002	26.5
2011-02-01 15:14:23.264752	T004	24.5
2011-02-01 15:19:26.283131	T005	28
2011-02-01 15:19:26.365702	T002	26
2011-02-01 15:21:06.186243	D004	OPEN	Enter_Home begin
2011-02-01 15:21:06.801476	M030	ON
2011-02-01 15:21:14.587756	M030	OFF
2011-02-01 15:21:18.616089	M030	ON
2011-02-01 15:21:21.863974	M030	OFF
2011-02-01 15:21:37.1929	M030	ON
2011-02-01 15:21:39.17281	M029	ON
2011-02-01 15:21:40.916267	M022	ON
2011-02-01 15:21:41.973365	M029	OFF
2011-02-01 15:21:42.598611	M030	OFF
2011-02-01 15:21:43.408786	M021	ON
2011-02-01 15:21:43.779494	M014	ON
2011-02-01 15:21:45.316028	M021	OFF
2011-02-01 15:21:46.270493	M022	OFF
2011-02-01 15:21:46.337792	M021	ON
2011-02-01 15:21:48.618762	M030	ON
2011-02-01 15:21:48.686169	D004	CLOSE	Enter_Home end
2011-02-01 15:21:49.262245	M021	OFF
2011-02-01 15:21:51.741157	M030	OFF
2011-02-01 15:21:52.122567	M022	ON
2011-02-01 15:21:54.22468	M021	ON
